,sample_hash,bad_imports,connections_num,crypto_usage,modification_rate,ip_reputation,max_entropy,bytes_download,bytes_upload,started_processes
0,3ab57bc1a07ec3cfe689925a8e1e91a50014da5433b4fb59852a7ae77b1a70d3,0,0,0,0.7555555555555555,0,7.187456889267992,0,0,7
1,6952f0c4956094047bdf8e5c7461d4fab127dda3dbc4e71e96b7df0c1ecc7706,2,2170,0,0.2033898305084746,100,7.754893538960128,7380,43392,6
2,1c693f3448d0bd9f300f9f8d752f50db352aea7a8c1961f369291d8e6010fd0d,2,2172,1,0.9833333333333333,100,6.422249494521571,7151,46114,16
3,083faea39b4de4c95ba65e73fc420177743c3562ea0b93470f8a10e5032bd0b5,2,2174,0,0.711864406779661,100,7.699065509612758,34094,45380,7
4,e67834d1e8b38ec5864cfa101b140aeaba8f1900a6e269e6a94c90fcbfe56678,5,2194,0,3.084507042253521,100,6.553433967169685,3066951,65639,9
5,490f641e378e22afd27deb4d098463efce65dc9810cb52f2d38853409a5b8f97,9,2172,0,0.13333333333333333,100,6.125081115182157,2993,43883,6
6,cc7a6f658407063c4b59dc261d6d71b1e66800da29e7759dc7e857a56f29819a,2,2172,0,0.9322033898305084,100,6.929341363997709,27304,44881,6
7,d851e224dd46fbf74960d57bf29f8b60157e9b697e5132d5e97abe504f6038a2,1,1467,1,4.3559322033898304,100,6.484635885032963,0,23982,2
8,e355d9d10d1b11fa3b93434215226f3409a5fe0f88edfe10d5357201ca91a7ef,2,2169,0,1.1864406779661016,100,6.929341363997709,19800,43100,6
9,81dcfc070e35ce217ba829cd400598da209e0953df0bc365c06ab21bceee98e0,3,1149,1,0.8813559322033898,100,6.486494984857066,0,22753,4
10,7a304320ba6e99e9cc1fa85693416dc0dece254cfaf8971d3da910b916fbd16d,2,9,0,0.8852459016393442,13,7.9969619869472695,27662,2965,10
11,e67834d1e8b38ec5864cfa101b140aeaba8f1900a6e269e6a94c90fcbfe56678,5,5,0,1.0,0,6.553433967169685,14096,2041,6
12,b3e1e9d97d74c416c2a30dd11858789af5554cf2de62f577c13944a19623777d,4,5,0,1.2033898305084745,0,6.290406834072251,18471,2436,6
13,a30780119e95514ea7e01d8fbcc34d3c799cf491dec478cd8736e3be48dfc4c6,2,1502,1,3.865546218487395,100,6.433093603961755,1164,23880,15
14,6ee1fe62cd5cad7bac26f5722e760a08935cae8176412197f75da3e91df86d97,3,1725,1,0.9205298013245033,100,6.469682611730484,25541,29449,7
15,0ccb789d7cf354e98578ac07b7c49e8da59be3501783896b9c1f14736841d623,4,1532,1,1.4473684210526316,100,7.889004355461159,1689,24615,26
16,04befeeeaafd56bf5dabdf9025a0280e456242f06dc6a7abdbc2d2ebad56a418,2,2191,0,3.689075630252101,100,7.922677042385094,1034564,66352,41
17,2f2b2e30abe71f9a93d6ad7418facf0fcc1323fa0017682f254becf99848e43c,3,6,1,2.2532188841201717,0,6.469682611730484,24723,2379,9
18,3c63bb57e90453101891dd8b124c8288f32256f47a0144251fd49eb157d2afda,2,33,0,5.839464882943144,29,6.866406073800051,257991,17532,25
