,sample_hash,bad_imports,connections_num,crypto_usage,modification_rate,ip_reputation,max_entropy,bytes_download,bytes_upload,started_processes
0,9706a97ffa43a0258571def8912dc2b8bf1ee207676052ad1b9c16ca9953fc2c,2,0,3,3.6220735785953178,0,6.51740856189128,0,0,4
1,63096f288f49b25d50f4aea52dc1fc00871b3927fa2a81fa0b0d752b261a3059,2,18,3,17.34453781512605,0,6.532325867919029,443252,19301,21
2,c2bd70495630ed8279de0713a010e5e55f3da29323b59ef71401b12942ba52f6,2,0,3,24.468354430379748,0,6.548693301789375,0,0,4
3,dd5d4cf9422b6e4514d49a3ec542cffb682be8a24079010cda689afbb44ac0f4,2,0,3,10.854748603351956,0,6.545234778104676,0,0,4
4,3bc8ce79ee7043c9ad70698e3fc2013806244dc5112c8c8d465e96757b57b1e1,2,13,3,26.635135135135137,15,6.545234778104676,109314,5368,9
5,e1957024039b0e48a15c27448f19d4df4f0e4666f9ac34e7f4d42dd3c32e15ed,2,2,3,104.5,0,6.520677594374403,0,0,4
6,cf5ec678a2f836f859eb983eb633d529c25771b3b7505e74aa695b7ca00f9fa8,2,0,5,32.983050847457626,0,7.882709121244553,0,0,4
7,9bdd7f965d1c67396afb0a84c78b4d12118ff377db7efdca4a1340933120f376,2,0,3,10.921787709497206,0,6.520677594374403,0,0,4
8,60233700ee64b9e5d054fa551688e8617328b194534a0fe645411685ce467128,5,0,0,102.40689655172413,0,7.216611324880507,0,0,6
9,3b43751ed88e4d1f82cf52ca2d4477e3e35c35f08c1b4e3ab21c80720601e804,2,0,3,0.023809523809523808,0,6.492941608328174,0,0,6
10,4f0268288fb680fbabc48b09a87e828a6e18782516fa9b9bfc23acc2727f6ba9,4,0,0,270.6,0,6.6245804765952645,0,0,3
11,04c9cc0d1577d5ee54a4e2d4dd12f17011d13703cdd0e6efd46718d14fd9aa87,2,0,3,0.024096385542168676,0,6.485024435629731,0,0,6
12,7af61ce420051640c50b0e73e718dd8c55dddfcb58917a3bead9d3ece2f3e929,2,47,3,13.905027932960893,7,6.548693301789375,1365364,51287,40
13,041fd213326dd5c10a16caf88ff076bb98c68c052284430fba5f601023d39a14,2,0,4,33.52542372881356,0,6.520677594374403,0,0,5
14,4e8e84ad831cf251366b609720d6e3c6523fdd66ea0f989acb5d62e62e418cdf,2,0,3,35.875,0,6.529683184269319,0,0,3
15,0766beb30c575fc68d1ca134bd53c086d2ce63b040e4d0bbd6d89d8c26ca04f6,3,23,0,132.23711340206185,5,6.643805595430325,1602205,19503,40
